Receiver Serial Number,Three-Digit Line-Counter,Date/Time,Transmitter Code-Space,Transmitter ID Number,Signal Level (dB),Noise-Level (dB),C,Channel,Tag GPS Coords,Sensor GPS Coords,Time (s),Distance (m),Time of Flight (s),Predicted Distance (m)
457012,692,2021-07-23 04:26:07.166,A69-1602,65477,82.0,40.5,0,#92,"(33.750672, -118.122642)","(33.752228, -118.12863)",0.0,0,0.0,0.0
457012,693,2021-07-23 04:26:15.345,A69-1602,65477,82.0,40.5,0,#91,"(33.750672, -118.122642)","(33.752228, -118.12863)",8.179,0,7.142857142916625e-05,0.10428571428658273
457012,694,2021-07-23 04:26:23.524,A69-1602,65477,82.0,40.5,0,#90,"(33.750672, -118.122642)","(33.752228, -118.12863)",16.358,0,0.0001428571428583325,0.20857142857316546
457012,695,2021-07-23 04:26:31.704,A69-1602,65477,81.5,40.5,0,#94,"(33.750672, -118.122642)","(33.752228, -118.12863)",24.538,0,0.000785714285711947,1.1471428571394426
457012,696,2021-07-23 04:26:39.883,A69-1602,65477,81.5,40.5,0,#A5,"(33.750672, -118.122642)","(33.752228, -118.12863)",32.717,0,0.0007142857142810044,1.0428571428502664
457012,697,2021-07-23 04:26:48.062,A69-1602,65477,81.5,40.5,0,#9B,"(33.750672, -118.122642)","(33.752228, -118.12863)",40.896,0,0.0006428571428536145,0.9385714285662772
457012,699,2021-07-23 04:26:56.241,A69-1602,65477,81.5,40.5,0,#9B,"(33.750672, -118.122642)","(33.752228, -118.12863)",49.075,0,0.0005714285714262246,0.8342857142822879
457012,700,2021-07-23 04:27:04.420,A69-1602,65477,81.5,40.5,0,#83,"(33.750672, -118.122642)","(33.752228, -118.12863)",57.254,0,0.0004999999999917293,0.7299999999879248
457012,701,2021-07-23 04:27:12.599,A69-1602,65477,81.5,40.5,0,#94,"(33.750672, -118.122642)","(33.752228, -118.12863)",65.433,0,0.0004285714285714448,0.6257142857143094
457012,702,2021-07-23 04:27:20.779,A69-1602,65477,81.0,40.5,0,#8F,"(33.750672, -118.122642)","(33.752228, -118.12863)",73.613,0,0.001357142857134619,1.9814285714165436
457012,703,2021-07-23 04:27:28.957,A69-1602,65477,81.5,40.5,0,#9B,"(33.750672, -118.122642)","(33.752228, -118.12863)",81.790071,0,0.0006432857142968373,0.9391971428733825
457012,704,2021-07-23 04:27:37.136,A69-1602,65477,82.0,40.0,0,#88,"(33.750672, -118.122642)","(33.752228, -118.12863)",89.969071,0,0.0007147142857242272,1.0434828571573718
457012,705,2021-07-23 04:27:45.315,A69-1602,65477,82.0,40.0,0,#87,"(33.750672, -118.122642)","(33.752228, -118.12863)",98.148071,0,0.0007861428571516171,1.147768571441361
457012,707,2021-07-23 04:27:53.494,A69-1602,65477,82.0,40.0,0,#90,"(33.750672, -118.122642)","(33.752228, -118.12863)",106.327071,0,0.000857571428579007,1.2520542857253503
457012,708,2021-07-23 04:28:01.673,A69-1602,65477,81.5,40.0,0,#8E,"(33.750672, -118.122642)","(33.752228, -118.12863)",114.506071,0,0.0009290000000063969,1.3563400000093395
457012,709,2021-07-23 04:28:09.852,A69-1602,65477,82.0,40.0,0,#92,"(33.750672, -118.122642)","(33.752228, -118.12863)",122.685071,0,0.0010004285714479977,1.4606257143140766
457012,710,2021-07-23 04:28:18.032,A69-1602,65477,81.5,40.0,0,#84,"(33.750672, -118.122642)","(33.752228, -118.12863)",130.865071,0,7.185714287061273e-05,0.10491142859109459
457012,711,2021-07-23 04:28:26.211,A69-1602,65477,82.0,40.0,0,#7F,"(33.750672, -118.122642)","(33.752228, -118.12863)",139.044071,0,0.00014328571429800263,0.20919714287508384
457012,712,2021-07-23 04:28:34.389,A69-1602,65477,82.0,40.0,0,#8F,"(33.750672, -118.122642)","(33.752228, -118.12863)",147.222071,0,0.0012147142857301674,1.7734828571660444
457012,713,2021-07-23 04:28:42.569,A69-1602,65477,82.0,40.0,0,#8F,"(33.750672, -118.122642)","(33.752228, -118.12863)",155.401,0,0.0013571428571488298,1.9814285714372915
457012,714,2021-07-23 04:28:50.748,A69-1602,65477,82.0,39.5,0,#9B,"(33.750672, -118.122642)","(33.752228, -118.12863)",163.58,0,0.0014285714285762197,2.0857142857212807
457012,716,2021-07-23 04:28:58.927,A69-1602,65477,81.0,40.0,0,#96,"(33.750672, -118.122642)","(33.752228, -118.12863)",171.759,0,0.0015000000000320313,2.1900000000467656
457012,717,2021-07-23 04:29:07.106,A69-1602,65477,82.0,40.0,0,#88,"(33.750672, -118.122642)","(33.752228, -118.12863)",179.938,0,0.0015714285714594212,2.294285714330755
457012,718,2021-07-23 04:29:15.286,A69-1602,65477,81.5,40.0,0,#95,"(33.750672, -118.122642)","(33.752228, -118.12863)",188.118,0,0.0006428571428820362,0.9385714286077729
457012,719,2021-07-23 04:29:23.465,A69-1602,65477,81.0,40.0,0,#8F,"(33.750672, -118.122642)","(33.752228, -118.12863)",196.297,0,0.0007142857143094261,1.0428571428917621
457012,720,2021-07-23 04:29:31.644,A69-1602,65477,81.5,40.0,0,#8A,"(33.750672, -118.122642)","(33.752228, -118.12863)",204.476,0,0.000785714285736816,1.1471428571757514
457012,721,2021-07-23 04:29:39.824,A69-1602,65477,81.0,40.0,0,#8E,"(33.750672, -118.122642)","(33.752228, -118.12863)",212.656,0,0.00014285714284056894,0.20857142854723065
457012,722,2021-07-23 04:29:48.003,A69-1602,65477,82.0,40.0,0,#85,"(33.750672, -118.122642)","(33.752228, -118.12863)",220.835,0,7.142857141317904e-05,0.1042857142632414
457012,724,2021-07-23 04:29:56.182,A69-1602,65477,81.0,40.0,0,#8D,"(33.750672, -118.122642)","(33.752228, -118.12863)",229.014,0,1.4210854715202004e-14,2.0747847884194925e-11
457012,725,2021-07-23 04:30:04.361,A69-1602,65477,81.5,40.0,0,#83,"(33.750672, -118.122642)","(33.752228, -118.12863)",237.193,0,7.142857144160075e-05,0.1042857143047371
457012,726,2021-07-23 04:30:12.543,A69-1602,65477,81.0,40.0,0,#80,"(33.750672, -118.122642)","(33.752228, -118.12863)",245.375,0,0.002857142857116912,4.171428571390692
457012,727,2021-07-23 04:30:20.722,A69-1602,65477,81.0,40.5,0,#84,"(33.750672, -118.122642)","(33.752228, -118.12863)",253.551214,0,2.85714325087838e-07,0.0004171429146282435
457012,728,2021-07-23 04:30:28.901,A69-1602,65477,81.5,40.0,0,#8C,"(33.750672, -118.122642)","(33.752228, -118.12863)",261.730214,0,7.171428575247774e-05,0.1047028571986175
457012,729,2021-07-23 04:30:37.080,A69-1602,65477,81.5,40.0,0,#8B,"(33.750672, -118.122642)","(33.752228, -118.12863)",269.909214,0,0.00014314285715144592,0.20898857144111105
457012,730,2021-07-23 04:30:45.260,A69-1602,65477,81.5,40.0,0,#82,"(33.750672, -118.122642)","(33.752228, -118.12863)",278.089214,0,0.000785428571425939,1.146725714281871
457012,732,2021-07-23 04:30:53.440,A69-1602,65477,81.0,40.0,0,#7E,"(33.750672, -118.122642)","(33.752228, -118.12863)",286.269214,0,0.0017139999999464806,2.5024399999218616
457012,733,2021-07-23 04:31:01.618,A69-1602,65477,81.5,40.5,0,#8A,"(33.750672, -118.122642)","(33.752228, -118.12863)",294.446285,0,0.00028642857147076484,0.41818571434731666
