Receiver Serial Number,Three-Digit Line-Counter,Date/Time,Transmitter Code-Space,Transmitter ID Number,Signal Level (dB),Noise-Level (dB),Channel,Distance (m),Sensor GPS Coords,Tag GPS Coords
457012,129,2021-07-08 19:34:46.032,A69-1602,65477,73.5,34.5,0,#98,37.13408346708858,"(34.109135, -117.71281)","(34.109172, -117.71241)"
457012,130,2021-07-08 19:34:54.211,A69-1602,65477,76.5,35.0,0,#8D,37.13408346708858,"(34.109135, -117.71281)","(34.109172, -117.71241)"
457012,131,2021-07-08 19:35:02.390,A69-1602,65477,76.0,33.5,0,#8E,37.13408346708858,"(34.109135, -117.71281)","(34.109172, -117.71241)"
457012,132,2021-07-08 19:35:10.569,A69-1602,65477,76.0,34.0,0,#92,37.13408346708858,"(34.109135, -117.71281)","(34.109172, -117.71241)"
457012,134,2021-07-08 19:35:18.748,A69-1602,65477,76.0,34.0,0,#9B,37.13408346708858,"(34.109135, -117.71281)","(34.109172, -117.71241)"
457012,135,2021-07-08 19:35:26.928,A69-1602,65477,76.5,34.5,0,#A5,37.13408346708858,"(34.109135, -117.71281)","(34.109172, -117.71241)"
457012,136,2021-07-08 19:35:35.106,A69-1602,65477,74.5,37.5,0,#9B,37.13408346708858,"(34.109135, -117.71281)","(34.109172, -117.71241)"
457012,137,2021-07-08 19:35:43.285,A69-1602,65477,76.5,37.5,0,#A5,37.13408346708858,"(34.109135, -117.71281)","(34.109172, -117.71241)"
457012,138,2021-07-08 19:35:51.464,A69-1602,65477,77.5,37.5,0,#A5,37.13408346708858,"(34.109135, -117.71281)","(34.109172, -117.71241)"
457012,139,2021-07-08 19:35:59.643,A69-1602,65477,77.5,38.5,0,#AE,37.13408346708858,"(34.109135, -117.71281)","(34.109172, -117.71241)"
457012,140,2021-07-08 19:36:07.822,A69-1602,65477,76.5,38.5,0,#9E,37.13408346708858,"(34.109135, -117.71281)","(34.109172, -117.71241)"
457012,141,2021-07-08 19:36:16.001,A69-1602,65477,78.0,38.5,0,#91,37.13408346708858,"(34.109135, -117.71281)","(34.109172, -117.71241)"
457012,143,2021-07-08 19:36:24.181,A69-1602,65477,77.5,40.0,0,#93,37.13408346708858,"(34.109135, -117.71281)","(34.109172, -117.71241)"
457012,144,2021-07-08 19:36:32.360,A69-1602,65477,76.5,40.0,0,#91,37.13408346708858,"(34.109135, -117.71281)","(34.109172, -117.71241)"
457012,145,2021-07-08 19:36:40.539,A69-1602,65477,73.0,35.5,0,#9A,37.13408346708858,"(34.109135, -117.71281)","(34.109172, -117.71241)"
