Receiver Serial Number,Three-Digit Line-Counter,Date/Time,Transmitter Code-Space,Transmitter ID Number,Signal Level (dB),Noise-Level (dB),C,Channel,Tag GPS Coords,Sensor GPS Coords,Time (s),Distance (m),Time of Flight (s),Predicted Distance (m)457012,234,2021-07-22 11:14:51.858,A69-1602,65477,81.5,36.0,0,#8F,"(34.109135, -117.71281)","(34.109172, -117.71241)",0.0,10,0.0,0.0
457012,235,2021-07-22 11:15:00.037,A69-1602,65477,82.0,37.0,0,#7D,"(34.109135, -117.71281)","(34.109172, -117.71241)",8.179,10,7.142857142916625e-05,0.10428571428658273
457012,236,2021-07-22 11:15:08.216,A69-1602,65477,82.0,38.0,0,#86,"(34.109135, -117.71281)","(34.109172, -117.71241)",16.358,10,0.0001428571428583325,0.20857142857316546
457012,237,2021-07-22 11:15:16.395,A69-1602,65477,81.5,37.0,0,#91,"(34.109135, -117.71281)","(34.109172, -117.71241)",24.536929,10,0.00028528571428765304,0.41651714285997343
457012,239,2021-07-22 11:15:24.574,A69-1602,65477,81.5,38.5,0,#97,"(34.109135, -117.71281)","(34.109172, -117.71241)",32.715715,10,0.0005707142857147574,0.8332428571435457
457012,240,2021-07-22 11:15:32.753,A69-1602,65477,81.5,39.5,0,#8E,"(34.109135, -117.71281)","(34.109172, -117.71241)",40.894216,10,0.0011411428571470594,1.6660685714347068
457012,241,2021-07-22 11:15:40.932,A69-1602,65477,81.0,44.0,0,#7F,"(34.109135, -117.71281)","(34.109172, -117.71241)",49.072146,10,0.002282571428580127,3.332554285726985
457012,242,2021-07-22 11:15:49.111,A69-1602,65477,81.5,43.0,0,#83,"(34.109135, -117.71281)","(34.109172, -117.71241)",57.249935,10,0.0035650000000053694,5.204900000007839
457012,243,2021-07-22 11:15:57.290,A69-1602,65477,81.0,39.0,0,#8B,"(34.109135, -117.71281)","(34.109172, -117.71241)",65.425441,10,0.007130428571429093,10.410425714286475
457012,244,2021-07-22 11:16:05.469,A69-1602,65477,82.0,38.5,0,#8A,"(34.109135, -117.71281)","(34.109172, -117.71241)",73.597382,10,0.014260857142868844,20.82085142858851
457012,245,2021-07-22 11:16:13.648,A69-1602,65477,82.0,38.0,0,#8D,"(34.109135, -117.71281)","(34.109172, -117.71241)",81.762193,10,0.028521285714298017,41.641077142875105
457012,246,2021-07-22 11:16:21.827,A69-1602,65477,82.0,36.5,0,#8F,"(34.109135, -117.71281)","(34.109172, -117.71241)",89.912743,10,0.05704271428571772,83.28236285714787
457012,248,2021-07-22 11:16:30.006,A69-1602,65477,82.0,39.5,0,#8A,"(34.109135, -117.71281)","(34.109172, -117.71241)",98.035772,10,0.11308514285715887,165.10430857145195
457012,249,2021-07-22 11:16:38.185,A69-1602,65477,82.0,38.5,0,#9A,"(34.109135, -117.71281)","(34.109172, -117.71241)",106.101758,10,7.9529008571428506,11611.235251428561
457012,250,2021-07-22 11:16:46.364,A69-1602,65477,82.0,37.5,0,#8F,"(34.109135, -117.71281)","(34.109172, -117.71241)",106.327929,10,4.285714148011266e-07,0.0006257142656096448
457012,251,2021-07-22 11:16:54.543,A69-1602,65477,82.0,37.5,0,#8E,"(34.109135, -117.71281)","(34.109172, -117.71241)",114.506929,10,7.100000001258877e-05,0.1036600000183796
457012,252,2021-07-22 11:17:02.722,A69-1602,65477,82.0,38.0,0,#84,"(34.109135, -117.71281)","(34.109172, -117.71241)",114.733029,10,0.22602899999998982,330.0023399999851
457012,253,2021-07-22 11:17:10.901,A69-1602,65477,82.0,35.0,0,#80,"(34.109135, -117.71281)","(34.109172, -117.71241)",114.733171,10,0.22617099999998658,330.20965999998043
457012,254,2021-07-22 11:17:19.080,A69-1602,65477,82.0,35.0,0,#88,"(34.109135, -117.71281)","(34.109172, -117.71241)",114.733171,10,0.22617099999998658,330.20965999998043
457012,256,2021-07-22 11:17:27.259,A69-1602,65477,82.0,36.0,0,#89,"(34.109135, -117.71281)","(34.109172, -117.71241)",122.912171,10,0.2260995714285592,330.1053742856964
457012,257,2021-07-22 11:17:35.438,A69-1602,65477,82.0,38.0,0,#8B,"(34.109135, -117.71281)","(34.109172, -117.71241)",131.092171,10,0.22702814285713657,331.4610885714194

457012,258,2021-07-22 11:17:43.617,A69-1602,65477,82.0,36.5,0,#8D,"(34.109135, -117.71281)","(34.109172, -117.71241)",131.091242,10,0.22609914285712307,330.1047485713997
457012,259,2021-07-22 11:17:51.796,A69-1602,65477,81.5,37.5,0,#A3,"(34.109135, -117.71281)","(34.109172, -117.71241)",139.270242,10,0.22602771428569568,330.0004628571157
457012,260,2021-07-22 11:17:59.975,A69-1602,65477,82.0,37.0,0,#99,"(34.109135, -117.71281)","(34.109172, -117.71241)",147.449242,10,0.2259562857142683,329.8961771428317
457012,261,2021-07-22 11:18:08.154,A69-1602,65477,82.0,39.0,0,#8C,"(34.109135, -117.71281)","(34.109172, -117.71241)",155.628242,10,0.2258848571428409,329.79189142854773
457012,262,2021-07-22 11:18:16.333,A69-1602,65477,82.0,34.0,0,#86,"(34.109135, -117.71281)","(34.109172, -117.71241)",163.807242,10,0.2258134285714135,329.6876057142637
457012,264,2021-07-22 11:18:24.512,A69-1602,65477,82.0,34.0,0,#86,"(34.109135, -117.71281)","(34.109172, -117.71241)",171.986242,10,0.22574199999998612,329.5833199999797
457012,265,2021-07-22 11:18:32.691,A69-1602,65477,82.0,38.5,0,#98,"(34.109135, -117.71281)","(34.109172, -117.71241)",180.166242,10,0.2266705714285635,330.93903428570275
457012,266,2021-07-22 11:18:40.870,A69-1602,65477,82.0,39.0,0,#93,"(34.109135, -117.71281)","(34.109172, -117.71241)",180.164385,10,0.2248135714285624,328.22781428570113
457012,267,2021-07-22 11:18:49.049,A69-1602,65477,82.0,37.0,0,#90,"(34.109135, -117.71281)","(34.109172, -117.71241)",188.343385,10,0.224742142857135,328.1235285714171
457012,268,2021-07-22 11:18:57.228,A69-1602,65477,82.0,38.0,0,#90,"(34.109135, -117.71281)","(34.109172, -117.71241)",196.522385,10,0.22467071428570762,328.0192428571331
457012,269,2021-07-22 11:19:05.407,A69-1602,65477,82.0,39.5,0,#90,"(34.109135, -117.71281)","(34.109172, -117.71241)",204.701385,10,0.2245992857142518,327.9149571428076457012,270,2021-07-22 11:19:13.586,A69-1602,65477,82.0,39.5,0,#8F,"(34.109135, -117.71281)","(34.109172, -117.71241)",212.880385,10,0.22452785714282442,327.8106714285236
457012,271,2021-07-22 11:19:21.765,A69-1602,65477,82.0,37.5,0,#95,"(34.109135, -117.71281)","(34.109172, -117.71241)",221.059385,10,0.22445642857139703,327.7063857142397
457012,273,2021-07-22 11:19:29.944,A69-1602,65477,82.0,36.5,0,#9E,"(34.109135, -117.71281)","(34.109172, -117.71241)",229.239385,10,0.2253849999999744,329.06209999996264
457012,274,2021-07-22 11:19:38.123,A69-1602,65477,82.5,35.5,0,#98,"(34.109135, -117.71281)","(34.109172, -117.71241)",229.236599,10,0.22259899999998822,324.9945399999828
457012,275,2021-07-22 11:19:46.302,A69-1602,65477,82.5,39.0,0,#96,"(34.109135, -117.71281)","(34.109172, -117.71241)",237.415599,10,0.2225275714285324,324.8902542856573457012,276,2021-07-22 11:19:54.515,A69-1602,65477,82.0,38.5,0,#9D,"(34.109135, -117.71281)","(34.109172, -117.71241)",245.594599,10,0.22245614285710502,324.78596857137336
457012,277,2021-07-22 11:20:02.694,A69-1602,65477,82.0,37.5,0,#8D,"(34.109135, -117.71281)","(34.109172, -117.71241)",253.773599,10,0.22238471428567763,324.68168285708936
457012,278,2021-07-22 11:20:10.873,A69-1602,65477,82.0,37.0,0,#87,"(34.109135, -117.71281)","(34.109172, -117.71241)",261.952599,10,0.22231328571427866,324.57739714284685
457012,279,2021-07-22 11:20:19.052,A69-1602,65477,81.5,38.5,0,#90,"(34.109135, -117.71281)","(34.109172, -117.71241)",270.131599,10,0.22224185714282285,324.47311142852135
457012,281,2021-07-22 11:20:27.231,A69-1602,65477,82.0,37.5,0,#82,"(34.109135, -117.71281)","(34.109172, -117.71241)",278.310599,10,0.22217042857142388,324.36882571427884
457012,282,2021-07-22 11:20:35.410,A69-1602,65477,81.5,37.0,0,#89,"(34.109135, -117.71281)","(34.109172, -117.71241)",286.489599,10,0.22209899999996807,324.2645399999534
457012,283,2021-07-22 11:20:43.589,A69-1602,65477,82.0,35.5,0,#87,"(34.109135, -117.71281)","(34.109172, -117.71241)",294.668599,10,0.22202757142851226,324.1602542856279
457012,284,2021-07-22 11:20:51.768,A69-1602,65477,81.5,41.0,0,#8B,"(34.109135, -117.71281)","(34.109172, -117.71241)",302.847599,10,0.2219561428571133,324.0559685713854
457012,285,2021-07-22 11:20:59.947,A69-1602,65477,81.5,39.5,0,#9F,"(34.109135, -117.71281)","(34.109172, -117.71241)",311.026599,10,0.22188471428565748,323.95168285705995
457012,286,2021-07-22 11:21:08.126,A69-1602,65477,81.5,39.0,0,#94,"(34.109135, -117.71281)","(34.109172, -117.71241)",319.205599,10,0.2218132857142585,323.84739714281744
457012,287,2021-07-22 11:21:16.305,A69-1602,65477,81.5,39.0,0,#93,"(34.109135, -117.71281)","(34.109172, -117.71241)",327.384599,10,0.2217418571428027,323.74311142849194
457012,289,2021-07-22 11:21:24.484,A69-1602,65477,81.5,39.5,0,#98,"(34.109135, -117.71281)","(34.109172, -117.71241)",335.563599,10,0.22167042857140373,323.63882571424944
457012,290,2021-07-22 11:21:32.663,A69-1602,65477,82.0,39.5,0,#8A,"(34.109135, -117.71281)","(34.109172, -117.71241)",343.742599,10,0.22159899999994792,323.53453999992394
457012,291,2021-07-22 11:21:40.842,A69-1602,65477,82.0,36.5,0,#86,"(34.109135, -117.71281)","(34.109172, -117.71241)",351.921599,10,0.22152757142854895,323.4302542856815
457012,292,2021-07-22 11:21:49.021,A69-1602,65477,82.0,37.0,0,#96,"(34.109135, -117.71281)","(34.109172, -117.71241)",360.103599,10,0.22445614285707904,327.7059685713354

457012,293,2021-07-22 11:21:57.200,A69-1602,65477,82.0,39.5,0,#93,"(34.109135, -117.71281)","(34.109172, -117.71241)",360.097885,10,0.21874214285712412,319.3635285714012
457012,294,2021-07-22 11:22:05.379,A69-1602,65477,81.5,40.0,0,#84,"(34.109135, -117.71281)","(34.109172, -117.71241)",368.276885,10,0.2186707142856683,319.2592428570757
457012,295,2021-07-22 11:22:13.558,A69-1602,65477,82.0,39.5,0,#8C,"(34.109135, -117.71281)","(34.109172, -117.71241)",376.455885,10,0.21859928571426934,319.15495714283327
457012,296,2021-07-22 11:22:21.737,A69-1602,65477,82.0,38.0,0,#85,"(34.109135, -117.71281)","(34.109172, -117.71241)",384.634885,10,0.21852785714281353,319.05067142850777
457012,298,2021-07-22 11:22:29.916,A69-1602,65477,82.5,38.5,0,#A1,"(34.109135, -117.71281)","(34.109172, -117.71241)",392.813885,10,0.21845642857141456,318.94638571426526
457012,299,2021-07-22 11:22:38.095,A69-1602,65477,82.5,39.0,0,#9C,"(34.109135, -117.71281)","(34.109172, -117.71241)",400.992885,10,0.21838499999995875,318.84209999993976
457012,300,2021-07-22 11:22:46.274,A69-1602,65477,82.0,36.5,0,#87,"(34.109135, -117.71281)","(34.109172, -117.71241)",409.172885,10,0.21931357142853614,320.19781428566273
457012,301,2021-07-22 11:22:54.453,A69-1602,65477,82.0,34.0,0,#7E,"(34.109135, -117.71281)","(34.109172, -117.71241)",409.165242,10,0.2116705714285061,309.03903428561887
457012,302,2021-07-22 11:23:02.632,A69-1602,65477,82.0,33.0,0,#77,"(34.109135, -117.71281)","(34.109172, -117.71241)",417.344242,10,0.21159914285710713,308.9347485713764
